SILVER_TABLE,COLUMN,STATUS,판정군,소비GOLD모델,SILVER내부소비,근거(실측 2026-08-03)
AGENCY_AD_ROW_DGT,GA_CONV_MBER_CNT,SILVER_ONLY_CHAIN,,,AGENCY_AD_DIGITAL;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_DGT,UPPER_CMPGN_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_DIGITAL;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_DGT,DUP_SEQ,SILVER_ONLY_CHAIN,,,AGENCY_AD_DIGITAL;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_DGT,ROW_HASH,SILVER_ONLY_CHAIN,,,AGENCY_AD_DIGITAL;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_DGT,CONV_VU_CNT,SILVER_ONLY_CHAIN,,,AGENCY_AD_DIGITAL;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_DGT,READ_CNT,SILVER_ONLY_CHAIN,,,AGENCY_AD_DIGITAL;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_DGT,GA_AD_COST,SILVER_ONLY_CHAIN,,,AGENCY_AD_DIGITAL;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_DGT,MATR_TY_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_DIGITAL;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_DGT,DEVICE,SILVER_ONLY_CHAIN,,,AGENCY_AD_DIGITAL;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_DGT,CPR_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_DIGITAL;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_DGT,CPC,SILVER_ONLY_CHAIN,,,AGENCY_AD_DIGITAL;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_DGT,EXPS_CNT,SILVER_ONLY_CHAIN,,,AGENCY_AD_DIGITAL;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_DGT,DOW,SILVER_ONLY_CHAIN,,,AGENCY_AD_DIGITAL;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_DGT,MONTH,SILVER_ONLY_CHAIN,,,AGENCY_AD_DIGITAL;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_DGT,WEEK,SILVER_ONLY_CHAIN,,,AGENCY_AD_DIGITAL;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_DGT,GRP_DIV_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_DIGITAL;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_DGT,TIME,SILVER_ONLY_CHAIN,,,AGENCY_AD_DIGITAL;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_DGT,CMPGN_TY_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_DIGITAL;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_DGT,MATR,SILVER_ONLY_CHAIN,,,AGENCY_AD_DIGITAL;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_DGT,MEDIA_PTNT_CUST_CNT,SILVER_ONLY_CHAIN,,,AGENCY_AD_DIGITAL;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_DGT,CVR,SILVER_ONLY_CHAIN,,,AGENCY_AD_DIGITAL;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_DGT,VTR,SILVER_ONLY_CHAIN,,,AGENCY_AD_DIGITAL;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_DGT,DMST_OVSEA_DIV_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_DIGITAL;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_DGT,MEDIA_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_DIGITAL;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_DGT,CPM,SILVER_ONLY_CHAIN,,,AGENCY_AD_DIGITAL;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_DGT,CRM_DVLP_CNT,SILVER_ONLY_CHAIN,,,AGENCY_AD_DIGITAL;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_DGT,BSNS_CASE_DIV_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_DIGITAL;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_DGT,CLICK_CNT,SILVER_ONLY_CHAIN,,,AGENCY_AD_DIGITAL;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_DGT,AD_TY_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_DIGITAL;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_DGT,DEV_UNIT_PRICE,SILVER_ONLY_CHAIN,,,AGENCY_AD_DIGITAL;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_DGT,AD_SOURCE_TYPE,SILVER_ONLY_CHAIN,,,AGENCY_AD_DIGITAL;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_DGT,AD_GRP_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_DIGITAL;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_DGT,YEAR,SILVER_ONLY_CHAIN,,,AGENCY_AD_DIGITAL;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_DGT,CPA,SILVER_ONLY_CHAIN,,,AGENCY_AD_DIGITAL;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_DGT,PAGE_TYPE_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_DIGITAL;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_DGT,CMPGN_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_DIGITAL;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_DGT,DAY,SILVER_ONLY_CHAIN,,,AGENCY_AD_DIGITAL;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_DGT,DATE,SILVER_ONLY_CHAIN,,,AGENCY_AD_DIGITAL;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_DGT,AD_PERF_DK,SILVER_ONLY_CHAIN,,,AGENCY_AD_DIGITAL;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_REBRDC,DIV_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_BROADCAST_CASE;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_REBRDC,DMST_OVSEA_DIV_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_BROADCAST_CASE;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_REBRDC,CHNNL_CMPNY,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_BROADCAST_CASE;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_REBRDC,AD_PERF_DK,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_BROADCAST_CASE;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_REBRDC,TIME_RNG_DIV_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_BROADCAST_CASE;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_REBRDC,CASE3_CHILD_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_BROADCAST_CASE;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_REBRDC,CASE1_BSNS_DIV_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_BROADCAST_CASE;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_REBRDC,AD_CNT,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_BROADCAST_CASE;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_REBRDC,BRDC_MT,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_BROADCAST_CASE;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_REBRDC,DVLP_CNT,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_BROADCAST_CASE;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_REBRDC,ROW_HASH,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_BROADCAST_CASE;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_REBRDC,CASE2_FAM_TY_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_BROADCAST_CASE;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_REBRDC,CASE2_BSNS_DIV_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_BROADCAST_CASE;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_REBRDC,BRDC_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_BROADCAST_CASE;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_REBRDC,DATE,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_BROADCAST_CASE;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_REBRDC,CASE1_FAM_TY_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_BROADCAST_CASE;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_REBRDC,CASE3_BSNS_DIV_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_BROADCAST_CASE;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_REBRDC,BRDC_DIV_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_BROADCAST_CASE;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_REBRDC,DOW,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_BROADCAST_CASE;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_REBRDC,RE_BRDC_TY_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_BROADCAST_CASE;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_REBRDC,CASE2_CHILD_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_BROADCAST_CASE;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_REBRDC,BRDC_SCHDL_COST,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_BROADCAST_CASE;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_REBRDC,AD_SOURCE_TYPE,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_BROADCAST_CASE;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_REBRDC,CASE3_APPEAL_POINT_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_BROADCAST_CASE;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_REBRDC,CASE1_CASE_DIV_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_BROADCAST_CASE;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_REBRDC,CASE2_CASE_DIV_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_BROADCAST_CASE;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_REBRDC,INBOUND_CALL_CNT,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_BROADCAST_CASE;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_REBRDC,CASE3_FAM_TY_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_BROADCAST_CASE;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_REBRDC,CASE2_APPEAL_POINT_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_BROADCAST_CASE;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_REBRDC,DVLP_MBER_CNT,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_BROADCAST_CASE;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_REBRDC,CASE1_CHILD_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_BROADCAST_CASE;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_REBRDC,WEEK,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_BROADCAST_CASE;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_REBRDC,YEAR,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_BROADCAST_CASE;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_REBRDC,BRDC_TIME,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_BROADCAST_CASE;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_REBRDC,CASE3_CASE_DIV_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_BROADCAST_CASE;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_REBRDC,CELEB_NM,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_BROADCAST_CASE;AGENCY_AD_PERFORMANCE,
AGENCY_AD_ROW_REBRDC,DUP_SEQ,SILVER_ONLY_CHAIN,,,AGENCY_AD_BROADCAST;AGENCY_AD_BROADCAST_CASE;AGENCY_AD_PERFORMANCE,
